name,img,captions,image_text
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4534).jpg,me thinking about taking a trip, Me: I'm thinking about taking a trip Bank account: highly suggest that trip be to work. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2765).jpg,a girl with long hair and a white jacket, Me at 11.01: [Sarcasmlol
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (251).jpg,"a girl with a black hair and a white shirt, and a guy with a black hair and a", Girls Boys 65kg 65kg
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1974).jpg,a man in white shirt and sunglasses on a boat, mood these days mute block unfriend unfriend block seen seen unfollow FB /SarcasmLol My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2295).jpg,never underesthe power of prayers, Never underestimate the power of prayers.. One small prayer can change your life!
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (25).jpg,"a fish with a capt that reads, ' i ' m '", where you can walk inside 7:45 PM u mean aquarium yes. it's a fucking aquarium not a liquid fich
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (70).jpg,a white head with a white headband and a white headband with a white headband, want this!
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (810).jpg,a rock and a diamond are shown in this image, C C.zip
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (819).jpg,a man sitting on a rock surrounded by many animals, COMPANIES AFTER PACKING A
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3011).jpg,a sandwich with jelly jelly jelly jelly jelly jelly jelly jelly jelly jelly jelly jelly jelly jelly jelly jelly jelly, Follow me for more recipes over which side should / put the jam! Like Reply
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3220).jpg,"a man sleeping in bed with the text, me scaring my career for 5 minutes of sleep", Me sacrificing my entire career for 5 minutes of extra sleep
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4867).jpg,a man standing next to a pole with a sign, Me hiding my problem TADAS sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3806).jpg,"a plane with a sign that says, my mail is not"," My email is well written, reviewed and ready to be sent is Attached file My email sent"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2638).jpg,a bird sitting on top of a toilet, How you see birds How birds see you
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1321).jpg,"a white background with the words, my wedding me do guests aww me do??", *My Wedding * Me: Ido Guests: Awww Guests: Ooooo
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (424).jpg,"a cartoon character sitting at a table with a capt that says, ' i ' m ' t is", CHATGPTISOUT
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4387).jpg,someone mememe so you know meme so you know meme, Someone: I don't like you! Me: Sarcasm So what? V
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2968).jpg,a white background with a quote that says maturity," Immaturity: ""She's mine, away. Maturity: Sarcasm stay"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3446).jpg,text my brain literally stops working when i see it, brain literally stops working FB /SarcasmLol End & Accept Decline Hold & Accept My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3028).jpg,"saturday, saturday, saturday, saturday, saturday, saturday, saturday, saturday, saturday, saturday,", Saturday and Sunday feels like 10 mins Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (961).jpg,a man in a tuk tuk tuk tuk tuk tuk tuk tuk, DATING A JEALOUSY DUDE Him : Bae Where are Her : Am in Church Him : Give Jesus the phone. 0 you?
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1165).jpg,a man sitting at a desk with a computer, alc
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4402).jpg,my friend broke up with the guy alwayss food i ' m ' hrt, My friend broke up with the guy who always buys us food_ I'mhurt.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (172).jpg,a tree that has fallen down on the side of a road, @Sarcasm9 need this kind of luck to finish this semester
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3404).jpg,a cartoon character with a capt that reads who is the best friend???????," ohh found it"" Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1300).jpg,a woman with a green head scarf and a green shirt, Heartbreak is when you see the guy that promise you an iPhone 11 at the market dancing to win indomie
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4495).jpg,"a man and woman kissing with the capt that says, ' he won '", we are adults and we can be Me: Sarcasm busy
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2866).jpg,"a black and white photo with the words, ` ' ' ' ' ' ' ' ' ' '", trust issues so bad / don't even trust these: Unmute Start Video My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4006).jpg,"tom cruise, doctor, and doctor tom cruise, doctor tom cruise, doctor tom cruise, doctor tom", Marry someone who understands you like the pharmacists understand the doctor's handwriting. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (708).jpg,a pink house with a man walking in front of it, Raise your hand! If you've ever visited this club!
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1512).jpg,a girl with long hair and a yellow shirt is sitting on a couch with two other girls," day"""
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (590).jpg,"a screenshot of a young boy with a green shirt and a green shirt, texting that reads", M NO Google NaBrO Google NaH
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (99).jpg,"a sign that says, ' eso ' and a picture of an eso eso eso", TEMPORARILY STAIRS Smort
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4469).jpg,"a car is seen in this image and the capt reads, ' i thought my uber was missing with", thought my Uber app was messing with me 2 Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3475).jpg,"i have personalities the insore, the whatap, and the one in person"," have 3 personalities.the insta one, the WhatsApp one and the one in person Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1507).jpg,me saw a friend who ' s the boss? me wh afraid smiles everyone everyone everyone everyone everyone," Me: ""eww who farted it smells so bad"" Everyone in the online class:"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4108).jpg,a man in a tuxed tuxed tuxed tuxed tuxed tuxed tuxed tuxed, Money problems? Sarcasm Loan 1 billion dollar from bank -Then buy that bank Now you're the owner; no need to pay
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2548).jpg,a cartoon cat with a hat on its head, YouTubers next week: FB/Sarcasmlol
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (691).jpg,a cartoon of a bathroom with a sink and a toilet, Washed Hands Didn't  wash hands
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3756).jpg,"a text message that reads, ' i ' m e - o '", He sacrificed himself to destroy the enemy IQ is probably 5 times more than yours 10.33 pm 5 times 0 is still 0 10.33 pm Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1319).jpg,a cartoon character with a top hat and a top hat on his head, Magician: take any card Me:takes his creditcard
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2932).jpg,a man in a car with the words ` ` ` ' on it, Sarcasm Wanna know a secret? Making mistakes is better than Faking Perfection.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4234).jpg,avengers memes and the avengers movie, Blanket Me awake with my phone
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1789).jpg,a screenshot of a text message from a customer," Just now Hi guys WAS IN COMA SINCE JANUARY"" why is everyone wearing masks? 1 comment Like Comment Meet Luthra We are all qualified Doctors now Like Write a comment. Im"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2903).jpg,a white background with the words 20 is not don ' t ' a waste you ' re, Don't let anyone waste your time. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1497).jpg,me whise fantastic me me me whise fantastic me me whise fantastic me me, App: take a moment to rate us? Me: no
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3938).jpg,a man in a suit and tie with a quote on it," When you finally meet the right person, but you are the wrong person now. Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3859).jpg,mewting 50 from cryptter invester 400, Me withdrawing 500 from Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1404).jpg,a woman in striped shorts with a white shirt and blue shorts, BONFIRE @BonoloMaphutha Definitely getting a belly after this lockdown Django @FixxTheDJango give you both. A belly and a ring ring
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2477).jpg,a cartoon character is giving someone a bottle of water, FB /Sarcasmlol Me š Sharingaposc every 7 seconds That one friend who always reacts on my posts
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3647).jpg,"a quote that says, ' as long as you ' ve kids, you ' re ' s 20"," As long as you don't have kids, your 30's are like your 20's but with money. FB/Sarcasmlol"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4599).jpg,"a col col of person and person, person, person, person, person, person, person,", He didn't expect that
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1472).jpg,a man with a beard and a white shirt is shown in the middle of the image," do girls think its cool to remove a guys cap and run around with it? If he removes your wig and runs with it, Why  how"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (132).jpg,a person holding a cell phone with a finger on it, My current financial status
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4152).jpg,text when you ' re from the text message when you ' re from the text message when you ', When u both have the same attitude problem Sarcasm Aa
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2009).jpg,"a group of men in suits and ties with the capt that reads, ` ` ` ` ` `", hurting Boys: Aww baby mmuaaahh Girl: Yeah it's better now FB /SarcasmLol Doctors:
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (730).jpg,a cartoon picture of a man in a desert with a burning flame, Girlfriend Sees Me Efforts Behind It My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4032).jpg,a cartoon cat with a capt that reads youtuber when you ' ret, YouTubers when iPhone 14 is out Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1271).jpg,"a piece of paper with a handwritten text that reads, ` ` ' ' ' ' ' '", When you don't know the paper somehow befwecn 2 hazd 2 80 3 3 ve' 5 hard and Do
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3334).jpg,a woman with a fire in her mouth and a man with a fire in his mouth, Thanos trying to fight Dr. Strange V= 3 2
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1258).jpg,memesion memesion memesion memesion memesion memesion memes, Me during serious moments f /Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3958).jpg,texting with the texting app," Babe Online Babe, did you ever cheat on me? No babe. would never do that! 10.04 PM have an image that says the opposite 10,05 PM It was only a kiss promise.. I'm sorry babe! 10.10 PM the opposite"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (210).jpg,a plane with a man sleeping on it, Who the hell takes these pictures? Do!
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3285).jpg,a man in a black coat and sunglasses with a quote on it," recognise me, it's been years My primary school teacher at the market: Hello Peter!"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1000).jpg,"a cat in a trash can with the capt that reads, ` ` ' '", Girls defending the guy that cheated on them 15 times
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2608).jpg,a woman holding a cell phone with the capt that reads voice recognition is best, Voice Recognition is the best feature Xavier was setting up my voice recognition password for my new phone and a nearby barked and ran away. Now I'm still looking for that to unlock my phone. dog dog
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3325).jpg,"a man with his arms outstretched and hands out, with medals around his neck", If overthinking was an olympic sport Me:
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (788).jpg,a cartoon of a man with a computer and a computer," @ ""fuck neoNazi Wagner good Wagner bad Wagner 'click'"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2273).jpg,a woman laughing and looking up at the camera with the capt that says just you just want to be, Just wanna be rich enough FB/SarcasmLol everything she deserves
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1433).jpg,a sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge, Nobody: Me in the shower thinking water is coming out my fingers
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1964).jpg,a classroom with a person in the middle and a person in the middle, After Quarantine: Expectations ISarcasmlol Reality
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4027).jpg,me scaring my sleep and traveling 10k just for attendance, Me sacrificing my sleep and travelling 1Okm just for attendance. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2692).jpg,friends reunion after 23 years friends reunion friends reunion friends reunion friends reunion friends reunion friends reunion friends reunion friends, Friends reunion After 23 years. 1998 2021
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3164).jpg,a woman laying on a wooden chair with her head down, start getting ready by 7:30 Me at 8.20: Sarcasm by
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4584).jpg,a black and white photo of a digital meter, Me during a math test: Sarcasm 2ndodltlon CONV
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2466).jpg,"a man and woman sitting on the beach with text that reads, ' amit '", Admit it A male guy and a female girl makes best pair Meet Luthra think a male girl & a female guy makes the best
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3208).jpg,a white background with a black and white quote saying someone knows you, you as a bad example for her kid Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1400).jpg,a chihuahua dog with a capt that reads when you break something and fix it enough, When you break something and you fix it just enough so the next person that uses it think they broke it @hlatzinator
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (303).jpg,a pencil with the words ` ` ' and ` ' ', Admit it! We all had a pencil like this in our school time
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1877).jpg,make sure you can ' t make you can ' t make you can ' t make you can ', Make sure you check your spelling and grammar before posting anything. Because there are so many jobless English professors on social media FB /SarcasmLol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2641).jpg,a man in a suit and tie with a quote on it," Sarcasm shoes to play football with friends, but one realised how rich / am once cried because don't have a wife.. then one Isaw a married couple and | realised how my day day"
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (535).jpg,a screenshot of a person with a google logo, Google Ohm's real name ALL NEWS IMAGES MAPS VIDEOS Ohm Full name OHM
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3002).jpg,a man in a suit sitting on a couch with a quote on it, Whatever you hear about me please believe it FB/SarcasmLol no longer have time to explain myself: You can also add some if you want
